taxid,taxaname
1278221,Auraticoccus
1294511,Naumannella
1911549,Raineyella
1912215,Acidipropionibacterium
1912216,Cutibacterium
2801844,Arachnia
2919589,Vaginimicrobium
3417658,Ammonicoccus
1743,Propionibacterium
29404,Microlunatus
2071,Saccharothrix
39845,Actinokineospora
40566,Actinosynnema
43356,Kutzneria
65496,Actinoalloteichus
130795,Crossiella
142577,Prauserella
165301,Lentzea
402649,Actinomycetospora
583360,Umezawaea
674734,Alloactinosynnema
1137960,Allokutzneria
2893576,Allosaccharopolyspora
1813,Amycolatopsis
1835,Saccharopolyspora
1847,Pseudonocardia
1851,Saccharomonospora
2029,Kibdelosporangium
2864378,Carbonactinospora
2063,Kitasatospora
228398,Streptacidiphilus
2699295,Embleya
2805681,Yinghuangia
2995702,Actinacidiphila
2995704,Peterkaempfera
2995706,Streptantibioticus
1883,Streptomyces
2005,Microbispora
29298,Planobispora
83681,Nonomuraea
147067,Thermobispora
321315,Sphaerisporangium
1792303,Sphaerimonospora
2871671,Spongiactinospora
1995,Microtetraspora
2000,Streptosporangium
2019,Thermomonospora
58122,Spirillospora
667113,Actinoallomurus
1988,Actinomadura
83677,Thermobifida
104204,Streptomonospora
2913367,Spiractinospora
2013,Nocardiopsis
2994361,Protofrankia
2994362,Parafrankia
2994363,Pseudofrankia
1854,Frankia
283810,Stackebrandtia
2838311,Natronoglycomyces
414878,Catenulispora
1849,Actinopolyspora
908626,Angustibacter
33981,Kineococcus
281472,Jiangella
88138,Modestobacter
1860,Geodermatophilus
38501,Blastococcus
28048,Acidothermus
53460,Nakamurella
622681,Candidatus Planktophila
2039639,Candidatus Nanopelagicus
2078948,Epidermidibacterium
1434010,Jatrophihabitans
53634,Acidimicrobium
1648491,Aquihabitans
2789775,Actinomarinicola
3075137,Dermatobacter
467975,Iamia
682522,Ilumatobacter
2983186,Candidatus Poriferisocius
2983190,Candidatus Poriferisodalis
3436875,Salinilacustrithrix
2983163,Candidatus Spongiisocius
42255,Rubrobacter
2082587,Parolsenella
2767327,Fannyhessea
2767353,Lancefieldella
2847307,Thermophilibacter
2847312,Parafannyhessea
1380,Atopobium
133925,Olsenella
2995122,Leptogranulimonas
102106,Collinsella
1472762,Enorma
33870,Coriobacterium
1926677,Raoultibacter
1981050,Phoenicibacter
2005386,Arabiibacter
2815775,Berryella
2981344,Xiamenia
79603,Denitrobacterium
84108,Slackia
84111,Eggerthella
84162,Cryptobacterium
447020,Adlercreutzia
644652,Gordonibacter
2975521,Candidatus Xianfuyuplasma
2975549,Candidatus Izemoplasma
3078171,Hujiaoplasma
2116,Malacoplasma iowae
2119,Malacoplasma muris
28227,Malacoplasma penetrans
2096,Mycoplasmoides gallisepticum
2097,Mycoplasmoides genitalium
2104,Mycoplasmoides pneumoniae
92757,[Mycoplasma] cavipharyngis
92758,Mycoplasmoides fastidiosum
2130,Ureaplasma urealyticum
42094,Ureaplasma diversum
134821,Ureaplasma parvum
2099,Mesomycoplasma hyopneumoniae
2100,Mesomycoplasma hyorhinis
2118,[Mycoplasma] mobile
2120,Mesomycoplasma neurolyticum
2128,Mesomycoplasma flocculare
29562,Mesomycoplasma ovipneumoniae
45361,Mesomycoplasma conjunctivae
45362,Mesomycoplasma bovoculi
86660,Mesomycoplasma dispar
171286,Mesomycoplasma lagogenitalium
171287,Mesomycoplasma moatsii
171288,Mesomycoplasma molare
2094,Mycoplasmopsis arginini
2107,Mycoplasmopsis pulmonis
2109,Mycoplasmopsis synoviae
2110,Mycoplasmopsis agalactiae
2112,Mycoplasmopsis bovigenitalium
2113,Mycoplasmopsis californica
2115,Mycoplasmopsis fermentans
2117,Mycoplasmopsis lipophila
28903,Mycoplasmopsis bovis
29553,Mycoplasmopsis bovirhinis
29555,Mycoplasmopsis canis
29556,Mycoplasmopsis gallinacea
29558,Mycoplasmopsis hyopharyngis
29561,Mycoplasmopsis meleagridis
33922,Mycoplasmopsis agassizii
33923,Mycoplasmopsis felis
35768,Mycoplasmopsis felifaucium
48003,Mycoplasmopsis pullorum
51362,Mycoplasmopsis adleri
53558,Mycoplasmopsis edwardii
55603,Mycoplasmopsis caviae
76629,Mycoplasmopsis gallopavonis
114880,Mycoplasmopsis columbinasalis
114881,Mycoplasmopsis columbina
114883,Mycoplasmopsis equigenitalium
114885,Mycoplasmopsis maculosa
142650,Mycoplasmopsis phocirhinis
171279,Mycoplasmopsis anatis
171281,Mycoplasmopsis citelli
171282,Mycoplasmopsis columboralis
171284,Mycoplasmopsis cynos
171285,Mycoplasmopsis glycophila
171291,Mycoplasmopsis verecunda
2098,Metamycoplasma hominis
2111,Metamycoplasma arthritidis
2121,Metamycoplasma orale
2124,Metamycoplasma salivarium
2125,Metamycoplasma sualvi
29554,Metamycoplasma canadense
29559,Metamycoplasma hyosynoviae
35769,Metamycoplasma gateae
45363,Metamycoplasma alkalescens
55602,Metamycoplasma buccale
56142,Metamycoplasma faucium
92400,[Mycoplasma] anseris
92401,Metamycoplasma cloacale
92402,Metamycoplasma equirhinis
92404,[Mycoplasma] gypis
92406,Metamycoplasma spumans
92407,Metamycoplasma subdolum
142649,Metamycoplasma phocicerebrale
142651,[Mycoplasma] phocae
214888,Williamsoniiplasma luminosum
215578,Williamsoniiplasma somnilux
2132,Spiroplasma
46238,Entomoplasma
46239,Mesoplasma
2147,Acholeplasma
33926,Candidatus Phytoplasma
2903100,Mariniplasma
2903106,Haploplasma
2093,Mycoplasma
363695,unclassified Mycoplasmataceae
1609546,endosymbiont DhMRE of Dentiscutata heterogama
295595,Candidatus Hepatoplasma
3016049,Vulcanimicrobium
1235283,Abyssogena phaseoliformis symbiont OG214
1235284,Isorropodon fossajaponicum endosymbiont JTNG4
2039723,Thiomicrorhabdus
2781120,Thiosulfativibrio
2781121,Thiosulfatimonas
933,Thiomicrospira
1237,Piscirickettsia
28884,Hydrogenovibrio
34067,Cycloclasticus
40222,Methylophaga
1021,Beggiatoa
1030,Thiothrix
2056696,Cysteiniphilum
28905,Caedibacter
1869285,Allofrancisella
262,Francisella
1649479,Permianibacter
1654787,Thiopseudomonas
2758906,Entomomonas
2901164,Stutzerimonas
2901189,Halopseudomonas
2901261,Denitrificimonas
3236652,Aquipseudomonas
3236654,Ectopseudomonas
3236655,Geopseudomonas
3236656,Metapseudomonas
3236657,Phytopseudomonas
286,Pseudomonas
351,Azotobacter group
2742,Marinobacter
1524249,Pseudohongiella
2025617,Ketobacter
3132096,Enterobacterales bacterium endosymbiont of Anomoneura mori
2100764,Mixta
2997349,Winslowiella
3026546,Duffyella
3231896,Paramixta
551,Erwinia
32199,Buchnera
51228,Wigglesworthia
53335,Pantoea
82986,Tatumella
1780190,Izhakiella
2884243,Musicola
3059405,Prodigiosinella
71655,Brenneria
122277,Pectobacterium
204037,Dickeya
1082702,Lonsdalea
1927833,Candidatus Fukatsuia
1964366,Nissabacter
2716544,Chimaeribacter
613,Serratia
629,Yersinia
34037,Rahnella
41201,Ewingella
929812,Gibbsiella
1565532,Rouxiella
1745211,Chania
568,Hafnia
635,Edwardsiella
82982,Obesumbacterium
581,Morganella
583,Proteus
586,Providencia
626,Xenorhabdus
637,Arsenophonus
29487,Photorhabdus
158848,Moellerella
2172100,Limnobaculum
82980,Leminorella
82984,Pragia
84565,Sodalis
745410,Gallaecimonas
544,Citrobacter
547,Enterobacter
561,Escherichia
579,Kluyvera
590,Salmonella
620,Shigella
702,Plesiomonas
36866,unclassified Enterobacteriaceae
82976,Buttiauxella
83654,Leclercia
158483,Cedecea
158851,Trabulsiella
158876,Yokenella
191675,Enterobacteriaceae incertae sedis
401618,Candidatus Riesia
409304,Candidatus Ishikawella
413496,Cronobacter
447792,Phytobacter
451512,Mangrovibacter
690591,Candidatus Curculioniphilus
1048757,Candidatus Moranella
1081630,Candidatus Schneideria
1177214,Candidatus Profftia
1330545,Lelliottia
1330546,Pluralibacter
1330547,Kosakonia
1335483,Shimwellia
1504576,Pseudocitrobacter
1649295,Franconibacter
1649298,Siccibacter
1903434,Atlantibacter
2055880,Pseudescherichia
2303321,Superficieibacter
2726810,Scandinavium
2815296,Jejubacter
2890311,Klebsiella/Raoultella group
2994443,Pseudenterobacter
186490,Candidatus Palibaumannia cicadellinicola
1971485,Candidatus Nardonella dryophthoridicola
3099057,unclassified Candidatus Nardonella
2614159,unclassified Halospina
412033,Celerinatantimonas
1076626,Candidatus Steffania adelgidicola
221279,Candidatus Competibacter
2738883,Candidatus Reidiella endopervernicosa
2817383,Candidatus Azoamicus
655184,Candidatus Thioglobus
1541743,Candidatus Ruthturnera
2732587,Candidatus Vesicomyidisocius
2738885,Candidatus Thiodubiliella
2841677,Candidatus Pseudothioglobus
113267,Bathymodiolus septemdierum thioautotrophic gill symbiont
2686004,Candidatus Vondammii
2360,Bathymodiolus thermophilus thioautotrophic gill symbiont
445,Legionella
461,Fluoribacter
134284,unclassified Coxiellaceae
254245,Aquicella
3405119,Candidiatus Paracoxiella
776,Coxiella
59195,Rickettsiella
109262,Halothiobacillus
1860077,Sulfuriflexus
437504,Granulosicoccus
1676142,Wenzhouxiangella
2035712,Guyparkeria
3425870,Magnetovirga
349742,Sedimenticola
393764,Candidatus Endoriftia
1608298,Thiolapillus
1913444,Candidatus Thiodiazotropha
2780488,Thiosocius
1047,Chromatium
1056,Thiocapsa
1227,Nitrosococcus
13724,Thiocystis
53392,Thiodictyon
61593,Thiorhodovibrio
67575,Rheinheimera
85072,Allochromatium
85073,Thermochromatium
85076,Marichromatium
156885,Thioflavicoccus
1980513,Candidatus Nitrosoglobus
2796146,Candidatus Nitrosacidococcus
2828366,Caldichromatium
85108,Halorhodospira
106633,Thioalkalivibrio
133193,Alkalilimnicola
154346,Thiorhodospira
233099,Ectothiorhodosinus
406099,Aquisalimonas
1335745,Spiribacter
1765964,Acidihalobacter
1051,Ectothiorhodospira
2233801,Ahniella
2707020,Aerosticca
2709666,Pseudolysobacter
70411,Frateuria
75309,Rhodanobacter
231454,Dyella
242605,Luteibacter
323413,Dokdonella
1218803,Metallibacterium
1453544,Tahibacter
863253,Marinicella
40323,Stenotrophomonas
83614,Luteimonas
83618,Pseudoxanthomonas
141948,Thermomonas
490567,Arenimonas
3382693,Noviluteimonas
3382694,Pseudoluteimonas
3382695,Solilutibacter
3382696,Agrilutibacter
3382698,Marilutibacter
3382699,Novilysobacter
68,Lysobacter
338,Xanthomonas
2370,Xylella
112008,Ignatzschineria
582472,Wohlfahrtiimonas
869,Dichelobacter
2717,Cardiobacterium
13275,Suttonella
1486720,Methylomarinovum
413,Methylococcus
416,Methylomonas
429,Methylobacter
39773,Methylomicrobium
73778,Methylocaldum
762296,Methylovulum
1221209,Methylomarinum
1295378,Methylogaea
1565313,Methyloprofundus
1760987,Methylomagnum
1808977,Candidatus Methylospira
2822410,Methylotuvimicrobium
3135206,Candidatus Methylocalor
187492,Thalassolituus
267849,Nitrincola
459520,Neptuniibacter
515417,Amphritea
599651,Bermanella
1537406,Bacterioplanes
1775292,Motiliproteus
2066071,Bacterioplanoides
2893036,Venatoribacter
3018276,Aliamphritea
28253,Marinomonas
48075,Marinobacterium
64968,Marinospirillum
75687,Neptunomonas
141450,Oleiphilus
3020832,Alloalcanivorax
3020833,Isoalcanivorax
59753,Alcanivorax
1855402,Allohahella
158481,Hahella
1445504,Gynuella
1649491,Salinispirillum
230494,Reinekea
231683,Saccharospirillum
3414216,Marinicellulosiphila
418700,Litorivicinus
305899,Endozoicomonas
2301194,Pokkaliibacter
1502941,Pleionea
2768738,Spartinivicinus
42054,Chromohalobacter
114403,Zymobacter group
204286,Cobetia
376488,Halotalea
404432,Salinicola
504090,Kushneria
576341,Halovibrio
1897649,Pistricoccus
3137761,Billgrantia
3137766,Vreelandella
2745,Halomonas
1914248,Motilimonas
907197,Psychrosphaera
2834759,Flocculibacter
53246,Pseudoalteromonas
1407056,Litorilituus
1518149,Thalassotalea
2848171,Cognaticolwellia
2848177,Pseudocolwellia
28228,Colwellia
137583,Thalassomonas
1573826,Psychrobium
2547964,Parashewanella
22,Shewanella
58050,Moritella
44011,Ferrimonas
2800384,Pseudidiomarina
135575,Idiomarina
67572,Psychromonas
111142,Alishewanella
261825,Agarivorans
1172191,Catenovulum
1234605,Gayadomonas
1406885,Aliiglaciecola
1621534,Paraglaciecola
1751872,Lacimicrobium
1858563,Alkalimarinus
2108524,Halioxenophilus
2125985,Neptunicella
2200736,Planctobacterium
2650549,Hydrocarboniclastica
2661818,Saliniradius
2751156,Ningiella
2894574,Saccharobesus
2903219,Alteromonas/Salinimonas group
2905123,Paraneptunicella
3051548,Opacimonas
3160924,Brumicola
657,Photobacterium
662,Vibrio
51366,Salinivibrio
188143,Enterovibrio
246861,Grimontia
511678,Aliivibrio
1076727,Candidatus Photodesmus
2014233,Thaumasiovibrio
2042066,Paraphotobacterium
3378804,Parasalinivibrio
83770,Succinivibrio
129577,Oceanimonas
225143,Oceanisphaera
347533,Zobellella
1929090,Pseudaeromonas
2802288,Dongshaea
642,Aeromonas
43947,Tolumonas
713,Actinobacillus
724,Haemophilus
745,Pasteurella
53416,Lonepinella
75984,Mannheimia
109471,Bisgaardia
146805,Phocoenobacter
155493,Gallibacterium
214906,Histophilus
292486,Avibacterium
416916,Aggregatibacter
476528,Bibersteinia
697331,Basfia
1249016,Otariodibacter
1520333,Vespertiliibacter
1524964,Pasteurellaceae incertae sedis
1649317,Frederiksenia
1755672,Testudinibacter
1960084,Rodentibacter
2094023,Glaesserella
2899790,Mergibacter
180541,Salinisphaera
1335631,Frischella
2894762,Zophobihabitans
3373510,Utexia
743714,Orbus
1193503,Gilliamella
3033996,Candidatus Spongiihabitans
1692042,Sulfurifustis
1744881,Sulfuricaulis
986106,Acidiferrobacter
1792291,Marinagarivorans
2036021,Agarilytica
2038244,Agaribacterium
10,Cellvibrio
2425,Teredinibacter
316625,Saccharophagus
359337,Marinimicrobium
447467,Simiduia
940550,Gilvimarinus
1122283,Maricurvus
2678529,Kineobactrum
2847769,Aequoribacter
3040948,Candidatus Paraluminiphilus
393661,Congregibacter
1217416,Halioglobus
1341118,Luminiphilus
48073,Microbulbifer
1123967,Porticoccus
630749,Spongiibacter
1084558,Oceanicoccus
1434050,Zhongshania
1861863,Sinimarinibacterium
2893022,Flagellatimonas
64001,Nevskia
243627,Hydrocarboniphaga
413435,Solimonas
1266053,Algiphilus
1934947,Immundisolibacter
469,Acinetobacter
475,Moraxella
497,Psychrobacter
222991,Alkanindiges
1604696,Faucicola
2824158,Aquirhabdus
3444169,Lwoffella
261963,Kangiella
2975286,Candidatus Comchoanobacter
2978114,Candidatus Rariloculus ( ex Nguyen 2022)
469322,Steroidobacter
2034504,Sulfurivermis
1273155,Thiohalobacter
1738655,Woeseia
235572,Candidatus Portiera
198251,Candidatus Pelagibacter
2045213,Candidatus Fonsibacter
1647175,Aestuariispira
196080,Terasakiella
191,Azospirillum
204447,Skermanella
1543704,Niveispirillum
1543705,Nitrospirillum
2478349,Indioceanicola
643951,Pelagibius
93,Stella
390876,Nisaea
526215,Thalassobaculum
168934,Thalassospira
1182780,Magnetospira
1866954,Varunaivibrio
2705399,Hypericibacter
414051,Caenispirillum
1804663,Haematospirillum
3031148,Paramagnetospirillum
111830,Defluviicoccus
1231242,Ferrovibrio
1263978,Candidatus Endolissoclinum
1612157,Pararhodospirillum
2605940,Hwanghaeella
2811387,Aerophototrophica
2821512,Algihabitans
1081,Rhodospirillum
13134,Magnetospirillum
2854182,Falsihalocynthiibacter
2854186,Pseudosulfitobacter
2919626,Alloyangia
3412738,Algirhabdus
2433,Roseobacter
53945,Octadecabacter
58842,Sagittula
60136,Sulfitobacter
74030,Roseovarius
74032,Antarctobacter
92944,Ketogulonicigenium
93682,Roseivivax
97050,Ruegeria
188905,Jannaschia
191028,Leisingera
245186,Loktanella
252301,Oceanicola
263377,Salipiger
266808,Thalassobacter
282198,Nereida
299261,Tateyamaria
302485,Phaeobacter
309512,Dinoroseobacter
315422,Palleronia
335927,Thalassovita
336277,Roseicyclus
367771,Marinovum
436357,Thalassococcus
481178,Seohaeicola
573139,Shimia
599653,Tropicibacter
653686,Wenxinia
659428,Marivita
875170,Celeribacter
983507,Ponticoccus
1433986,Actibacterium
1434014,Lentibacter
1434019,Mameliella
1434029,Pelagimonas
1697958,Aliisedimentitalea
1060,Rhodobacter
34008,Rhodovulum
56999,Amaricoccus
121820,Roseinatronobacter
204456,Gemmobacter
205889,Albidovulum
238783,Pseudorhodobacter
285107,Thioclava
366614,Haematobacter
991903,Polymorphum
1209946,Roseicitreum
1284657,Planktomarina
1434002,Falsirhodobacter
1443919,Tabrizicola
1541822,Pseudophaeobacter
1617805,Amylibacter
1649483,Pseudopelagicola
1653176,Cereibacter
1658781,Aliiroseovarius
1679449,Pseudooceanicola
1775424,Nioella
1775705,Frigidibacter
1813601,Pseudoroseicyclus
1844015,Pontivivens
1855413,Brevirhabdus
1931200,Marinibacterium
1955420,Silicimonas
2055850,Aquicoccus
2083206,Tritonibacter
2109360,Aestuariibius
2211635,Cognatishimia
2211638,Limimaricola
2211641,Yoonia
2663134,Pseudogemmobacter
2680018,Rhodophyticola
2683599,Paroceanicella
2738399,Parasedimentitalea
2778525,Profundibacter
2795377,Pelagovum
2816884,Qingshengfaniella
2818469,Fuscovulum
2824249,Arenibacterium
2831925,Pukyongiella
2831955,Pikeienuella
2846749,Pacificitalea
2937410,Gymnodinialimonas
2946607,Neotabrizicola
3020825,Marivivens group
3029205,Abyssibius
3050722,Algicella
3118803,Fontisubflavum
3143992,Paragemmobacter
265,Paracoccus
361177,Altererythrobacter
1295327,Croceicoccus
1855416,Qipengyuania
2676755,Croceibacterium
2800680,Alteriqipengyuania
2800681,Aurantiacibacter
2800682,Paraurantiacibacter
2800684,Parerythrobacter
2800685,Pelagerythrobacter
2800686,Tsuneonella
2800788,Erythrobacter/Porphyrobacter group
2827482,Caenibius
2860235,Glacieibacterium
2883109,Sandaracinobacteroides
335405,Sphingosinicella
1508451,Polymorphobacter
541,Zymomonas
3423723,Alterirhizorhabdus
72173,Citromicrobium
150203,Blastomonas
165695,Sphingobium
165696,Novosphingobium
165697,Sphingopyxis
1124625,Stakelama
1227948,Sphingomicrobium
1234545,Parasphingopyxis
1434046,Sphingorhabdus
1649486,Rhizorhabdus
1654718,Parablastomonas
1763827,Hankyongella
2676233,Sphingosinithalassobacter
2676781,Aquisediminimonas
2685927,Tardibacter
2709685,Parasphingorhabdus
2709686,Novosphingopyxis
2823232,Allosphingosinicella
3382518,Alterisphingorhabdus (ex Yan et al. 2024)
13687,Sphingomonas
2768684,Terricaulis
20,Phenylobacterium
75,Caulobacter
41275,Brevundimonas
76890,Asticcacaulis
1795639,Aquisalinus
2038635,Hyphococcus
208215,Parvularcula
288021,Kordiimonas
1549129,Temperatibacter
3058346,Gimibacter
510690,Sneathiella
1509243,Candidatus Nucleicultrix
204454,unclassified Holosporaceae
1920992,Candidatus Bealeia
2601574,Candidatus Cytomitobacter
2601651,Candidatus Nesciobacter
2654634,Candidatus Hydrogenosomobacter
2900571,Candidatus Gromoviella
3163645,Candidatus Bodocaedibacter
84646,Candidatus Odyssella
1521255,Candidatus Paracaedibacter
2813803,Luteithermobacter
2813804,Paremcibacter
2943291,Pseudemcibacter
1602338,Emcibacter
2493629,Minwuia
74317,Maricaulis
153232,Oceanicaulis
1433402,Glycocaulis
1649466,Marinicauda
2004661,Hyphobacterium
1167830,Litorimonas
1246884,Algimonas
1649331,Fretibacter
2892997,Candidatus Viadribacter
85,Hyphomonas
2723,Hirschia
171436,Tistrella
767891,Candidatus Puniceispirillum
522,Acidiphilium
50709,Acidocella
512381,Acidisoma
3409995,Muricoccus
35812,Roseococcus
125216,Roseomonas
1223303,Humitalea
1706033,Sediminicoccus
1940143,Dankookia
434,Acetobacter
441,Gluconobacter
1070,Rhodopila
89583,Gluconacetobacter
91914,Asaia
153497,Kozakia
320496,Neoasaia
364409,Granulibacter
504465,Rhodovastum
1079922,Commensalibacter
1223423,Neokomagataea
1434011,Komagataeibacter
1519186,Nguyenibacter
1602345,Parasaccharibacter
1649499,Swingsia
2603324,Acidibrevibacterium
2781897,Lichenicoccus
2791118,Oecophyllibacter
2804525,Lichenicola
2811380,Entomobacter
2870712,Pararoseomonas
2919364,Novacetimonas
2952773,Formicincola
3027666,Aristophania
3097638,Candidatus Kirkpatrickella
457933,Elioraea
773,Bartonella
133,Methylocystis
425,Methylosinus
1395974,Tardiphaga
1649510,Variibacter
374,Bradyrhizobium
911,Nitrobacter
1033,Afipia
1073,Rhodopseudomonas
119044,Filomicrobium
1484898,Methyloceanibacter
1485594,Methyloligella
81,Hyphomicrobium
1068,Rhodomicrobium
29407,Rhodoplanes
120652,Methylocella
184923,Methylocapsa
1156568,Methylovirgula
532,Beijerinckia
245876,Nitratireductor
449972,Chelativorans
2911176,Aquibium
3143704,Terribium
28100,Phyllobacterium
31988,Aminobacter
68287,Mesorhizobium
227290,Rhizobium/Agrobacterium group
227292,Sinorhizobium/Ensifer group
